Facility_Name,Ministry_Market,Ministry,Address_1,Address_2,City,State,Zip_Code,Phone_Number,County,Facility_Type,Business_Entity,Facility_Status
"Ascension All Saints at Union Grove, Women's Health",Ascension Wisconsin,WIGLE,1120 MAIN STREET,NULL,UNION GROVE,WI,53182,262-878-4424,RACINE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Wisconsin Lab, All Saints at Union Grove",Ascension Wisconsin,WIGLE,1120 MAIN STREET,NULL,UNION GROVE,WI,53182,262-878-4424,RACINE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension All Saints at Union Grove, Family Medicine",Ascension Wisconsin,WIGLE,1120 MAIN STREET,NULL,UNION GROVE,WI,53182,262-878-4424,RACINE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension All Saints at Union Grove, Imaging",Ascension Wisconsin,WIGLE,1120 MAIN STREET,NULL,UNION GROVE,WI,53182,262-878-4424,RACINE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension All Saints at Union Grove, Mental Health",Ascension Wisconsin,WIGLE,1120 MAIN STREET,NULL,UNION GROVE,WI,53182,262-878-4424,RACINE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension All Saints at Union Grove, Orthopedics",Ascension Wisconsin,WIGLE,1120 MAIN STREET,NULL,UNION GROVE,WI,53182,262-878-4424,RACINE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group at Stanley,Ascension Wisconsin,WIAPP,1120 PINE ST,NULL,STANLEY,WI,54768,715-644-5530,CHIPPEWA,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Anticoag - Stanley,Ascension Wisconsin,WIAPP,1120 PINE STREET,NULL,STANLEY,WI,54768,715-644-5530,CHIPPEWA,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Family Medicine - Stanley,Ascension Wisconsin,WIAPP,1120 PINE STREET,NULL,STANLEY,WI,54768,715-644-5530,CHIPPEWA,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Columbia St. Mary's Milwaukee Family Health Center,NULL,WIMIL,1121 E. NORTH AVENUE,NULL,MILWAUKEE,WI,53212,414-267-6500,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Columbia St. Mary's Milwaukee Family Health Center - Family Medicine,NULL,WIMIL,1121 E. NORTH AVENUE,NULL,MILWAUKEE,WI,53212,414-267-6500,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Columbia St. Mary's Milwaukee Family Health Center - Women's Health,NULL,WIMIL,1121 E. NORTH AVENUE,NULL,MILWAUKEE,WI,53212,414-267-6500,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Columbia St. Mary's Milwaukee Family Health Center - Behavioral Health,NULL,WIMIL,1121 E. NORTH AVENUE,NULL,MILWAUKEE,WI,53212,414-267-6500,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension St. John Hospital Warren Family Physicians,Ascension Michigan,MIDET,11270 EAST 13 MILE ROAD,SUITE 4,WARREN,MI,48093,586-574-0630,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Internal Medicine - Oshkosh Parkway,Ascension Wisconsin,WIAPP,1128 E. PARKWAY AVENUE,NULL,OSHKOSH,WI,54901,920-223-4410,WINNEBAGO,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group Providence Pediatrics at Lacy Lakeview,Ascension Texas,TXWAC,1130 NORTH LOOP 340,NULL,LACY LAKEVIEW,TX,76705,254-870-6500,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Providence Rochester Hospital Rochester Community Primary Care,Ascension Michigan,MIROC,1135 WEST UNIVERSITY DRIVE,SUITE 225,ROCHESTER HILLS,MI,48307,248-824-2570,OAKLAND,Outpatient Clinic,Ascension Enterprise,ACTIVE
Crittenton Vascular Specialists,Ascension Michigan,MIROC,1135 WEST UNIVERSITY DRIVE,SUITE 230,ROCHESTER HILLS,MI,48307,248-824-2630,OAKLAND,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Providence Rochester Hospital Academic Family Medicine,Ascension Michigan,MIROC,1135 WEST UNIVERSITY DRIVE,SUITE 250,ROCHESTER HILLS,MI,48307,248-650-6301,OAKLAND,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Medical Group Genesys Heart Institute Rochester Hills,Ascension Michigan,MIROC,1135 WEST UNIVERSITY DRIVE,SUITE 346,ROCHESTER HILLS,MI,48307,248-601-6190,NULL,Outpatient Clinic,NULL,ACTIVE
Saint Thomas Medical Partners - Hendersonville,Ascension Tennessee,TNNAS,114 SAUNDERSVILLE ROAD,NULL,HENDERSONVILLE,TN,37075,629-888-5175,SUMNER,Outpatient Clinic,Ascension Medical Group,ACTIVE
Saint Thomas Medical Partners - Hendersonville - Endocrinology,Ascension Tennessee,TNNAS,114 SAUNDERSVILLE ROAD,NULL,HENDERSONVILLE,TN,37075,615-230-8070,SUMNER,Outpatient Clinic,Ascension Medical Group,ACTIVE
Saint Thomas Medical Partners - Hendersonville - Neurology,Ascension Tennessee,TNNAS,114 SAUNDERSVILLE ROAD,NULL,HENDERSONVILLE,TN,37075,615-855-6232,SUMNER,Outpatient Clinic,Ascension Medical Group,ACTIVE
Saint Thomas Heart - Hendersonville,Ascension Tennessee,TNNAS,114 SAUNDERSVILLE ROAD,NULL,HENDERSONVILLE,TN,37075,615-851-5551,SUMNER,Outpatient Clinic,Ascension Medical Group,ACTIVE
Saint Thomas Center for Sleep - Sumner County,Ascension Tennessee,TNNAS,114 SAUNDERSVILLE ROAD,NULL,HENDERSONVILLE,TN,37075,615-284-7537,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Saint Thomas Sleep Clinic - Hendersonville,Ascension Tennessee,TNNAS,114 SAUNDERSVILLE ROAD,NULL,HENDERSONVILLE,TN,37075,615-284-7537,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Saint Thomas Medical Partners - Hendersonville - Gastroenterology,Ascension Tennessee,TNNAS,114 SAUNDERSVILLE ROAD,NULL,HENDERSONVILLE,TN,37075,615-284-1400,NULL,Outpatient Clinic,Ascension Medical Group,ACTIVE
Saint Thomas Medical Partners - Hendersonville - Neurosurgery,Ascension Tennessee,TNNAS,114 SAUNDERSVILLE ROAD,NULL,HENDERSONVILLE,TN,37075,615-327-9543,NULL,Outpatient Clinic,Ascension Medical Group,ACTIVE
Saint Thomas Medical Partners - Hendersonville - Primary Care,Ascension Tennessee,TNNAS,114 SAUNDERSVILLE ROAD,NULL,HENDERSONVILLE,TN,37075,629-888-5175,NULL,Outpatient Clinic,Ascension Medical Group,ACTIVE
Saint Thomas Medical Partners - Hendersonville - Walk-In Care,Ascension Tennessee,TNNAS,114 SAUNDERSVILLE ROAD,NULL,HENDERSONVILLE,TN,37075,629-888-5175,NULL,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension St. Vincent Evansville - Washington Square Mall Rehabilitation,Ascension Indiana,INEVA,1144 WASHINGTON AVENUE,NULL,EVANSVILLE,IN,47715,812-485-5200,VANDERBURGH,Outpatient Clinic,Ascension Enterprise,ACTIVE
"Ascension Medical Group Husain Arastu, MD",Ascension Michigan,MIDET,11446 EAST 13 MILE ROAD,SUITE B,WARREN,MI,48093,586-574-2020,NULL,Outpatient Clinic,NULL,ACTIVE
Medical Pain Clinic,Ascension Indiana,INEVA,1146 WASHINGTON AVENUE,NULL,EVANSVILLE,IN,47715,812-425-2662,VANDERBURGH,Outpatient Clinic,Ascension Medical Group,ACTIVE
CPFC – Technology Drive,Ascension Connecticut,CTBRI,115 TECHNOLOGY DR,SUITE C300,TRUMBULL,CT,6611,203-445-7093,FAIRFIELD,Outpatient Clinic,Ascension Medical Group,ACTIVE
Wound Healing Center,Ascension Connecticut,CTBRI,115 TECHNOLOGY DR UNIT CP101,NULL,TRUMBULL,CT,6611,203-581-6501,FAIRFIELD,Outpatient Clinic,Ascension Medical Group,ACTIVE
MSG - Advanced Surgical Associates,Ascension Connecticut,CTBRI,115 TECHNOLOGY DRIVE,C100,TRUMBULL,CT,6611,203-268-5212,FAIRFIELD,Outpatient Clinic,Ascension Medical Group,ACTIVE
Nolan Elementary-Middle School,Ascension Michigan,MIDET,1150 EAST LANTZ STREET,NULL,DETROIT,MI,48203,313-866-7730,WAYNE,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Medical Group - St. Vincent - Fishers Primary Care South,Ascension Indiana,ININD,11530 ALLISONVILLE ROAD,SUITE 190,FISHERS,IN,46038,317-415-5900,NULL,Outpatient Clinic,NULL,ACTIVE
Lourdes Sleep Lab - Vestal,Ascension New York,NYBIN,116 N JENSEN RD,NULL,VESTAL,NY,13850,607-798-5155,BROOME,Outpatient Clinic,NULL,ACTIVE
Lourdes Sleep Lab,Ascension New York,NYBIN,116 NORTH JENSEN ROAD,NULL,VESTAL,NY,13850,607-798-5155,BROOME,Outpatient Clinic,NULL,ACTIVE
Ascension Laboratory - Kiel,NULL,WIAPP,1160 SERVICE ROAD,NULL,KIEL,WI,53042,920-894-3322,MANITOWOC,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Anticoag - Kiel,Ascension Wisconsin,WIAPP,1160 SERVICE ROAD,NULL,KIEL,WI,53042,920-894-3322,MANITOWOC,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Family Medicine - Kiel,Ascension Wisconsin,WIAPP,1160 SERVICE ROAD,NULL,KIEL,WI,53042,920-894-3322,MANITOWOC,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group at Kiel,NULL,WIAPP,1160 SERVICE ROAD,NULL,KIEL,WI,53042,920-894-3322,MANITOWOC,Outpatient Clinic,Ascension Medical Group,ACTIVE
Osborn High School,Ascension Michigan,MIDET,11600 EAST 7 MILE ROAD,NULL,DETROIT,MI,48205,313-372-5974,WAYNE,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Medical Group Borgess Lee Medical Group Family Practice - Cassopolis,Ascension Michigan,MIKAL,117 SOUTH BROADWAY STREET,NULL,CASSOPOLIS,MI,49031,269-445-0771,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group Borgess Lee Medical Group Internal Medicine - Cassopolis,Ascension Michigan,MIKAL,117 SOUTH BROADWAY STREET,NULL,CASSOPOLIS,MI,49031,269-445-0771,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension St. Vincent - St. Vincent- FirstLine Personal Healthcare,Ascension Indiana,ININD,11725 NORTH ILLINOIS STREET,SUITE 550,CARMEL,IN,46032,317-814-4111,HAMILTON,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Columbia St Mary's Ozaukee at Concord Center - Orthopedics,NULL,WIMIL,11725 NORTH PORT WASHINGTON RD,NULL,MEQUON,WI,53080,262-268-0606,OZAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Columbia St Mary's Ozaukee at Concord Center - Post-Acute Care Services,NULL,WIMIL,11725 NORTH PORT WASHINGTON RD,NULL,MEQUON,WI,53080,262-268-0606,OZAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Columbia St Mary's Ozaukee at Concord Center,NULL,WIMIL,11725 NORTH PORT WASHINGTON RD,NULL,MEQUON,WI,53080,262-268-0606,OZAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Columbia St Mary's Ozaukee at Concord Center - Rehabilitation,NULL,WIMIL,11725 NORTH PORT WASHINGTON RD,NULL,MEQUON,WI,53080,262-268-0606,OZAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Columbia St Mary's Ozaukee at Concord Center - Sports Med and Sports Performance,NULL,WIMIL,11725 NORTH PORT WASHINGTON RD,NULL,MEQUON,WI,53080,262-268-0606,OZAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
MSG - Cardiology Physicians of Fairfield County - Stamford,Ascension Connecticut,CTBRI,1177 SUMMER STREET,NULL,STAMFORD,CT,6905,203-353-1133,FAIRFIELD,Outpatient Clinic,Ascension Medical Group,ACTIVE
Seton Brain & Spine Institute Neurosurgery at 1180 Seton Parkway,Ascension Texas,TXAUS,1180 SETON PARKWAY,SUITE 150,KYLE,TX,78640,512-324-3540,NULL,Outpatient Clinic,NULL,ACTIVE
Seton Brain & Spine Institute Neurology - Kyle,Ascension Texas,TXAUS,1180 SETON PARKWAY,SUITE 150,KYLE,TX,78640,512-324-3540,NULL,Outpatient Clinic,NULL,ACTIVE
Seton Brain & Spine Institute Neurology - Seton Medical Center Hays-Medical Office Building 1,Ascension Texas,TXAUS,1180 SETON PARKWAY,SUITE 150,KYLE,TX,78640,512-324-3540,NULL,Outpatient Clinic,NULL,ACTIVE
Seton Brain & Spine Institute Neurosurgery - Seton Medical Center Hays-Medical Office Building 1,Ascension Texas,TXAUS,1180 SETON PARKWAY,SUITE 150,KYLE,TX,78640,512-324-3540,NULL,Outpatient Clinic,NULL,ACTIVE
Seton Brain & Spine Institute Neurosurgery - Seton Brain & Spine Institute,Ascension Texas,TXAUS,1180 SETON PARKWAY,SUITE 150,KYLE,TX,78640,512-504-0893,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Macomb-Oakland Hospital Center for Wound and Hyperbaric Medicine,Ascension Michigan,MIDET,11800 EAST 12 MILE ROAD,SUITE 208,WARREN,MI,48093,586-582-7940,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension St. John Hospital Hematology and Oncology,Ascension Michigan,MIDET,11800 EAST 12 MILE ROAD,NULL,WARREN,MI,48093,586-558-4700,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Macomb-Oakland Hospital Hip & Knee Replacement Center,Ascension Michigan,MIDET,11800 EAST 12 MILE ROAD,NULL,WARREN,MI,48093,586-573-5000,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Macomb-Oakland Hospital Birthing Unit,Ascension Michigan,MIDET,11800 EAST 12 MILE ROAD,NULL,WARREN,MI,48093,586-573-5000,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Macomb-Oakland Hospital Acute Care of the Elderly Unit,Ascension Michigan,MIDET,11800 EAST 12 MILE ROAD,NULL,WARREN,MI,48093,586-573-5023,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
"Ascension Macomb-Oakland Hospital Audiology Services, Warren",Ascension Michigan,MIDET,11800 EAST 12 MILE ROAD,NULL,WARREN,MI,48093,586-573-5142,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Webber Cancer Center,Ascension Michigan,MIDET,11800 EAST 12 MILE ROAD,NULL,WARREN,MI,48093,866-246-4673,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Macomb-Oakland Heart and Vascular Services,Ascension Michigan,MIDET,11800 EAST 12 MILE ROAD,NULL,WARREN,MI,48093,866-501-3627,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Employer Solutions - Menasha,Ascension Wisconsin,WIAPP,1186 APPLETON ROAD,NULL,MENASHA,WI,54952,920-727-8700,WINNEBAGO,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group - St. Vincent - Kokomo Primary Care,Ascension Indiana,ININD,1188 EAST SOUTHWAY BOULEVARD,NULL,KOKOMO,IN,46902,765-453-9000,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Macomb-Oakland Hospital Motor City Internists,NULL,MIDET,11885 EAST 12 MILE ROAD,SUITE 100B,WARREN,MI,48093,586-582-6630,MACOMB,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Macomb-Oakland Hospital OB/Gyn Residency,Ascension Michigan,MIDET,11885 EAST 12 MILE ROAD,SUITE 202A,WARREN,MI,48093,586-582-7060,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Macomb-Oakland Hospital Genetic Testing,Ascension Michigan,MIDET,11885 EAST 12 MILE ROAD,NULL,WARREN,MI,48093,313-647-3153,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Medical Group Center for Hand & Neck Maxillofacial & Reconstructive Surgery,Ascension Michigan,MIDET,11900 EAST 12 MILE ROAD,SUITE 103,WARREN,MI,48093,586-582-7100,MACOMB,Outpatient Clinic,NULL,ACTIVE
Skyline Plastic Surgery,Ascension Michigan,MIDET,11900 EAST 12 MILE ROAD,SUITE 308,WARREN,MI,48093,586-582-6145,NULL,Outpatient Clinic,NULL,ACTIVE
"Ascension Medical Group Lingareddy Devireddy, MD PC",Ascension Michigan,MIDET,11900 EAST 12 MILE ROAD,NULL,WARREN,MI,48093,586-574-0890,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - Logansport Memorial Hospital Specialty Care - Cardiology Clinic,Ascension Indiana,ININD,12 CHASE PARK,NULL,LOGANSPORT,IN,46947,574-735-3017,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
St. Vincent's Primary Care Oak Mountain,Ascension Alabama,ALBIR,120 CAHABA VALLEY PKWY STE 203,NULL,PELHAM,AL,35124,205-985-9828,SHELBY,Outpatient Clinic,Ascension Medical Group,ACTIVE
Saint Thomas Medical Partners - Walnut Commons,Ascension Tennessee,TNNAS,120 WALNUT COMMONS LANE,SUITE B,COOKEVILLE,TN,38501,931-528-2557,PUTNAM,Outpatient Clinic,Ascension Medical Group,ACTIVE
Saint Thomas Medical Partners - Cookeville - Neurosurgery,Ascension Tennessee,TNNAS,120 WALNUT COMMONS LANE,SUITE C,COOKEVILLE,TN,38501,615-327-9543,PUTNAM,Outpatient Clinic,Ascension Medical Group,ACTIVE
Saint Thomas Medical Partners - Cookeville - Specialty Clinic,Ascension Tennessee,TNNAS,120 WALNUT COMMONS LANE,SUITE C,COOKEVILLE,TN,38501,931-526-7699,PUTNAM,Outpatient Clinic,Ascension Medical Group,ACTIVE
Saint Thomas Heart - Cookeville,Ascension Tennessee,TNNAS,120 WALNUT COMMONS LANE,SUITE C,COOKEVILLE,TN,38501,615-329-5144,PUTNAM,Outpatient Clinic,Ascension Medical Group,ACTIVE
Saint Thomas Medical Partners - Cookeville - Primary Care,Ascension Tennessee,TNNAS,120 WALNUT COMMONS LANE,SUITE D,COOKEVILLE,TN,38501,931-526-5777,NULL,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group Byron Medical,Ascension Michigan,MIDET,1200 BYRON ROAD,NULL,HOWELL,MI,48843,517-546-0200,NULL,Outpatient Clinic,NULL,ACTIVE
Lourdes Internal Medicine - Suite 300B,NULL,WAPAS,1200 N 14TH AVE SUITE 300B,NULL,PASCO,WA,99301,509-416-8899,FRANKLIN,Outpatient Clinic,NULL,RETIRED
Ascension Medical Group - St. Vincent - Frankfort Family Medicine,Ascension Indiana,ININD,1201 OAK STREET,NULL,FRANKFORT,IN,46041,765-656-3980,NULL,Outpatient Clinic,NULL,ACTIVE
Seton Brain & Spine Institute Neurology - Seton Medical Center Austin,Ascension Texas,TXAUS,1201 WEST 38TH STREET,NULL,AUSTIN,TX,78705,512-324-8933,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Lynnville Primary Care,Ascension Indiana,INEVA,12067 SPURGEON ROAD,NULL,LYNNVILLE,IN,47619,812-922-5568,WARRICK,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group - St. Vincent - Medical Arts Family Medicine,Ascension Indiana,ININD,1210 MEDICAL ARTS BOULEVARD,SUITE 216,ANDERSON,IN,46011,765-298-4353,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Psychiatry at Wilshire Blvd,Ascension Wisconsin,WIAPP,122 WILSHIRE BLVD. N,NULL,STEVENS POINT,WI,54481,715-341-7441,PORTAGE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension St. Michael's at Wilshire Blvd,NULL,WIAPP,122 WILSHIRE BLVD. N,NULL,STEVENS POINT,WI,54481,715-341-7441,PORTAGE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Center at Latson Road- Mammography,Ascension Michigan,MIDET,1225 SOUTH LATSON ROAD,SUITE 160,HOWELL,MI,48843,517-338-2335,NULL,Outpatient Clinic,NULL,ACTIVE
Heart Cardiology Consultants - Howell,Ascension Michigan,MIDET,1225 SOUTH LATSON ROAD,SUITE 230,HOWELL,MI,48843,517-548-7777,LIVINGSTON,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group Howell Family Medicine,Ascension Michigan,MIDET,1225 SOUTH LATSON ROAD,SUITE 260,HOWELL,MI,48843,810-227-2767,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - Byron Medical Group,Ascension Michigan,MIDET,1225 SOUTH LATSON ROAD,SUITE 350,HOWELL,MI,48843,517-546-0200,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Michigan Weight Loss Program at South Latson,Ascension Michigan,MIDET,1225 SOUTH LATSON ROAD,SUITE 380,HOWELL,MI,48843,248-465-3940,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group Providence Birmingham Integrowth Orthopaedics and Sports Medicine Howell,Ascension Michigan,MIDET,1225 SOUTH LATSON ROAD,SUITE 380,HOWELL,MI,48843,248-865-4238,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Michigan at Work - Howell,Ascension Michigan,MIDET,1225 SOUTH LATSON ROAD,NULL,HOWELL,MI,48843,517-338-2335,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Wisconsin Pharmacy- Wisconsin Avenue,Ascension Wisconsin,WIMIL,1244 WISCONSIN AVE,NULL,RACINE,WI,53403,262-687-2150,RACINE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Idaho Street Building,NULL,IDLEW,1250 IDAHO ST,NULL,LEWISTON,ID,83501,208 743-7427,NEZ PERCE,Outpatient Clinic,NULL,RETIRED
Peyton Manning Children's Hospital - Indianapolis Carmel Pediatrics,Ascension Indiana,ININD,1259 WEST 86TH STREET,NULL,INDIANAPOLIS,IN,46260,317-253-7440,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Medical Group - St. Vincent - Brooks School OB/Gyn,Ascension Indiana,ININD,12708 EAST 116TH STREET,NULL,FISHERS,IN,46037,317-415-5800,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Brooks School Endocrinology,Ascension Indiana,ININD,12708 EAST 116TH STREET,NULL,FISHERS,IN,46037,317-415-5800,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension River District Hospital River District Family Practice - St. Clair,Ascension Michigan,MIDET,1280 SOUTH 9TH STREET,NULL,SAINT CLAIR SHORES,MI,48079,810-326-0837,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Denby High School,Ascension Michigan,MIDET,12800 KELLY ROAD,NULL,DETROIT,MI,48224,313-372-3826,WAYNE,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Columbia St. Mary's Ozaukee at Port Washington & Highland,NULL,WIMIL,12800 N. PORT WASHINGTON RD,NULL,MEQUON,WI,53097,262-243-9600,OZAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Columbia St. Mary's Ozaukee at Port Washington & Highland - Wound Care,NULL,WIMIL,12800 N. PORT WASHINGTON RD,NULL,MEQUON,WI,53097,262-243-9600,OZAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Columbia St. Mary's Ozaukee at Port Washington & Highland - Family Medicine,NULL,WIMIL,12800 N. PORT WASHINGTON RD,NULL,MEQUON,WI,53097,262-243-9600,OZAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Columbia St. Mary's Ozaukee at Port Washington & Highland - Sports Medicine,NULL,WIMIL,12800 N. PORT WASHINGTON RD,NULL,MEQUON,WI,53097,262-243-9600,OZAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Columbia St. Mary's Ozaukee at Port Washington & Highland - Dermatology,NULL,WIMIL,12800 N. PORT WASHINGTON RD,NULL,MEQUON,WI,53097,262-243-9600,OZAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Columbia St. Mary's Ozaukee at Port Washington & Highland - Women's Health,NULL,WIMIL,12800 N. PORT WASHINGTON RD,NULL,MEQUON,WI,53097,262-243-9600,OZAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group at Pewaukee,NULL,WIGLE,1292 CAPITOL DR,NULL,PEWAUKEE,WI,53072,262-785-7700,WAUKESHA,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group at Pewaukee - Family Medicine,NULL,WIGLE,1292 CAPITOL DR,NULL,PEWAUKEE,WI,53072,262-785-7700,WAUKESHA,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group at Pewaukee - Internal Medicine,NULL,WIGLE,1292 CAPITOL DR,NULL,PEWAUKEE,WI,53072,262-785-7700,WAUKESHA,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group - St. Vincent - Greenwood Immediate Care,Ascension Indiana,ININD,1300 INNOVATION PARKWAY,NULL,GREENWOOD,IN,46143,317-415-5800,NULL,Outpatient Clinic,NULL,ACTIVE
Dell Children's Medical Group,Ascension Texas,TXAUS,1301 BARBARA JORDAN BOULEVARD,SUITE 200,AUSTIN,TX,78723,512-628-1880,NULL,Outpatient Clinic,NULL,ACTIVE
Dell Children's Medical Group Pediatric Neurosurgery,Ascension Texas,TXAUS,1301 BARBARA JORDAN BOULEVARD,SUITE 200G,AUSTIN,TX,78723,512-324-0907,NULL,Outpatient Clinic,NULL,ACTIVE
Dell Children's Medical Group Pediatric Headache,Ascension Texas,TXAUS,1301 BARBARA JORDAN BOULEVARD,SUITE 200G,AUSTIN,TX,78723,512-628-1855,NULL,Outpatient Clinic,NULL,ACTIVE
Dell Children's Medical Group Pediatric Neurology,Ascension Texas,TXAUS,1301 BARBARA JORDAN BOULEVARD,SUITE 200G,AUSTIN,TX,78723,512-628-1855,NULL,Outpatient Clinic,NULL,ACTIVE
